outcome,month,mmwr_week,age_group,vaccine_product,boosted_with_outcome,boosted_population,primary_series_only_with_outcome,primary_series_only_population,unvaccinated_with_outcome,unvaccinated_population,crude_booster_ir,crude_primary_series_only_ir,crude_unvax_ir,crude_booster_irr,crude_irr,age_adj_booster_ir,age_adj_vax_ir,age_adj_unvax_ir,age_adj_booster_irr,age_adj_irr,continuity_correction
case,FEB 2022,202205,all_ages,Pfizer,88308,31503232,150932,46445699,368563,43657535.55,280.314096027,324.964427815,844.21393777,3.011671371,2.597865691,292.012128719,322.216566012,909.447228998,3.114415942,2.82247198,0
case,FEB 2022,202206,12-17,all_types,1962,1690268,15557,8017237,22019,6819322,116.076267195,194.044407069,322.891337291,2.781717099,1.664007441,,,,,,0
case,FEB 2022,202206,18-49,all_types,45619,21982680,77204,41592232,120177,26423469,207.522467688,185.621199651,454.811591922,2.191625789,2.450213622,,,,,,1
case,FEB 2022,202206,50-64,all_types,25682,16748553,30383,17485727,40119,6828402.700000002,153.33861976,173.758860584,587.531253832,3.831593468,3.381302409,,,,,,1
case,FEB 2022,202206,65+,all_types,30183,20651165,21416,12053793,30611,3197501.85,146.156403283,177.670215508,957.341119287,6.550114109,5.388303923,,,,,,1
case,FEB 2022,202206,all_ages,all_types,103446,61072666,144560,79148989,212926,43268695.550000004,169.381831145,182.642888843,492.101731502,2.905280502,2.694338305,178.85367933,183.134681033,541.826422893,3.029439623,2.958622691,0
case,FEB 2022,202206,all_ages,Janssen,5885,3569503,11904,7581131,212926,43268695.550000004,164.868890711,157.021425959,492.101731502,2.984806469,3.133978236,155.297756414,146.343522314,541.826422893,3.488952033,3.702428466,0
case,FEB 2022,202206,all_ages,Moderna,39061,24779340,47799,25941577,212926,43268695.550000004,157.635352677,184.256338772,492.101731502,3.121772643,2.670745195,176.526720232,172.980682456,541.826422893,3.069373419,3.1322944,0
case,FEB 2022,202206,all_ages,Pfizer,58388,32669252,84751,45580788,212926,43268695.550000004,178.724630732,185.935793826,492.101731502,2.75340746,2.646621833,185.048582662,185.402166057,541.826422893,2.92802255,2.922438472,0
case,FEB 2022,202207,12-17,all_types,1364,1859611,8467,7932240,11567,6772458,73.348673459,106.741601364,170.794709986,2.328531682,1.600076332,,,,,,0
case,FEB 2022,202207,18-49,all_types,28773,22663048,42842,41163181,68910,26219969,126.959974669,104.078448165,262.814956036,2.070061503,2.525162132,,,,,,1
case,FEB 2022,202207,50-64,all_types,15817,17075655,16753,17222926,22765,6791680.700000002,92.628950398,97.271508918,335.189491461,3.618625603,3.445916437,,,,,,1
case,FEB 2022,202207,65+,all_types,19192,20845052,12824,11887385,18427,3184422.85,92.0698111,107.879066759,578.66058837,6.285019829,5.363974734,,,,,,1
case,FEB 2022,202207,all_ages,all_types,65146,62443366,80886,78205732,121669,42968530.550000004,104.328136315,103.427201474,283.158391601,2.714113389,2.737755519,109.853905605,103.702410136,314.560119153,2.863440471,3.033296128,0
case,FEB 2022,202207,all_ages,Janssen,3581,3664225,6639,7508084,121669,42968530.55,97.728714803,88.424689974,283.158391601,2.89739195,3.202254842,92.217501703,84.834866169,314.560119153,3.411067458,3.707910831,0
case,FEB 2022,202207,all_ages,Moderna,24865,25234297,27025,25598111,121669,42968530.550000004,98.536527489,105.574196471,283.158391601,2.87363883,2.682079533,102.801350652,100.49717077,314.560119153,3.059883135,3.13003955,0
case,FEB 2022,202207,all_ages,Pfizer,36628,33489658,47169,45054595,121669,42968530.550000004,109.37107808,104.692984145,283.158391601,2.588969557,2.704654891,113.540172391,104.774586029,314.560119153,2.770474208,3.002255901,0
case,FEB 2022,202208,12-17,all_types,799,1983225,4049,7887331,5866,6728297,40.287914886,51.335489787,87.184022941,2.164024204,1.698318713,,,,,,0
case,FEB 2022,202208,18-49,all_types,19399,23182029,24193,40883431,41019,26042676,83.681199778,59.175561855,157.506855286,1.882225108,2.661687534,,,,,,1
case,FEB 2022,202208,50-64,all_types,10323,17331021,9522,17026367,13455,6759475.700000002,59.563715259,55.925024992,199.053899994,3.341865079,3.559299259,,,,,,1
case,FEB 2022,202208,65+,all_types,13088,20998463,7758,11759407,11590,3173405.850000001,62.328371367,65.97271444,365.222746407,5.859654895,5.535966642,,,,,,1
case,FEB 2022,202208,all_ages,all_types,43609,63494738,45522,77556536,71930,42703854.550000004,68.681281904,58.695246523,168.43912747,2.452475009,2.869723486,71.550948558,58.810201933,189.423557474,2.647394078,3.220930234,0
case,FEB 2022,202208,all_ages,Janssen,2286,3738284,3680,7453897,71930,42703854.55,61.151052194,49.370148259,168.43912747,2.754476357,3.411760617,57.745160226,46.256773836,189.423557474,3.280336512,4.09504472,0
case,FEB 2022,202208,all_ages,Moderna,16546,25585222,15256,25368696,71930,42703854.550000004,64.670144351,60.13710756,168.43912747,2.604588704,2.80091834,64.957847271,57.252817535,189.423557474,2.916099677,3.308545599,0
case,FEB 2022,202208,all_ages,Pfizer,24743,34115592,26558,44689388,71930,42703854.55,72.526954831,59.427978741,168.43912747,2.32243485,2.834340508,74.634870293,60.359823821,189.423557474,2.538003439,3.138239072,0
case,MAR 2022,202209,12-17,all_types,809,2080280,3003,7853778,4151,6691111,38.888995712,38.236374901,62.03753009,1.595246392,1.622474156,,,,,,0
case,MAR 2022,202209,18-49,all_types,15231,23619112,16286,40651878,27187,25887146,64.485912934,40.0621098,105.021233318,1.628591867,2.621460373,,,,,,1
case,MAR 2022,202209,50-64,all_types,7747,17540864,6440,16864687,9260,6732062.700000002,44.165441337,38.186300167,137.550709384,3.114442089,3.602095746,,,,,,1
case,MAR 2022,202209,65+,all_types,9589,21122661,5277,11657062,8000,3163260.85,45.39674239,45.268696349,252.903582074,5.570963218,5.586721122,,,,,,1
case,MAR 2022,202209,all_ages,all_types,33376,64362917,31006,77027405,48598,42473580.550000004,51.855946802,40.253205986,114.419362273,2.206484875,2.842490666,55.236261415,40.327390033,129.013671545,2.33566987,3.199157482,0
case,MAR 2022,202209,all_ages,Janssen,1741,3801573,2574,7410496,48598,42473580.55,45.796831996,34.734517096,114.419362273,2.498412167,3.294111214,43.402249628,31.876838075,129.013671545,2.972511164,4.047254349,0
case,MAR 2022,202209,all_ages,Moderna,12375,25874272,10305,25177264,48598,42473580.550000004,47.827432594,40.929784904,114.419362273,2.392337537,2.79550363,52.259250183,38.469915713,129.013671545,2.468724122,3.353625012,0
case,MAR 2022,202209,all_ages,Pfizer,19220,34631091,18111,44395378,48598,42473580.550000004,55.499262209,40.794787241,114.419362273,2.061637537,2.80475448,57.971289402,41.149785933,129.013671545,2.225475281,3.135220965,0
case,MAR 2022,202210,12-17,all_types,686,2179302,2099,7807673,2867,6662763,31.477968634,26.883810324,43.030196331,1.366994066,1.600598867,,,,,,0
case,MAR 2022,202210,18-49,all_types,12584,24015861,11421,40423469,18972,25764042,52.39870434,28.253389139,73.637513865,1.405330815,2.606324979,,,,,,1
case,MAR 2022,202210,50-64,all_types,6033,17716973,4285,16727775,6250,6710779.700000002,34.052092307,25.616078648,93.133738245,2.735037172,3.635753135,,,,,,1
case,MAR 2022,202210,65+,all_types,7219,21220158,3466,11577496,5269,3155572.85,34.019539346,29.937388879,166.974436987,4.90819218,5.577454923,,,,,,1
case,MAR 2022,202210,all_ages,all_types,26522,65132294,21271,76536413,33358,42293157.550000004,40.720199414,27.792000129,78.87327864,1.936957082,2.83798497,44.100283716,27.890639731,88.232019589,2.000713196,3.163499312,0
case,MAR 2022,202210,all_ages,Janssen,1366,3854173,1746,7373931,33358,42293157.550000004,35.442103922,23.678008378,78.87327864,2.225411866,3.331077402,33.740245262,24.217756054,88.232019589,2.615037884,3.643278072,0
case,MAR 2022,202210,all_ages,Moderna,9694,26119591,6920,25006011,33358,42293157.550000004,37.113904272,27.673346221,78.87327864,2.125167917,2.850153285,41.710152797,27.227537366,88.232019589,2.115360738,3.240543513,0
case,MAR 2022,202210,all_ages,Pfizer,15437,35102219,12587,44112473,33358,42293157.550000004,43.977276764,28.533879749,78.87327864,1.793500745,2.764197485,46.751956011,28.784423224,88.232019589,1.887236965,3.065269674,0
case,MAR 2022,202211,12-17,all_types,821,2249887,2118,7779675,2834,6635152,36.490721534,27.224787668,42.71190773,1.170486796,1.568861005,,,,,,0
case,MAR 2022,202211,18-49,all_types,13204,24342668,10248,40240260,16571,25650468,54.242205497,25.467032271,64.603109776,1.191011855,2.536734908,,,,,,1
case,MAR 2022,202211,50-64,all_types,6443,17854791,3741,16622314,5411,6691052.700000001,36.085552612,22.505891779,80.869188192,2.241040592,3.593245226,,,,,,1
case,MAR 2022,202211,65+,all_types,6716,21302807,2854,11510325,4581,3147345.85,31.526361761,24.79512959,145.551211031,4.616809644,5.870153269,,,,,,1
case,MAR 2022,202211,all_ages,all_types,27184,65750153,18961,76152574,29397,42124018.55,41.344390484,24.898698762,69.786789133,1.687938516,2.802828766,45.645491013,25.01085607,77.627295811,1.700656387,3.103744054,0
case,MAR 2022,202211,all_ages,Janssen,1331,3896197,1579,7345664,29397,42124018.550000004,34.161516987,21.495674183,69.786789133,2.042848073,3.246550378,32.43605348,19.512447939,77.627295811,2.393241085,3.978347363,0
case,MAR 2022,202211,all_ages,Moderna,10047,26319173,5958,24869213,29397,42124018.55,38.173691856,23.957332305,69.786789133,1.828138326,2.912961604,49.68957717,24.499380365,77.627295811,1.562245047,3.16854119,0
case,MAR 2022,202211,all_ages,Pfizer,15763,35478199,11413,43893902,29397,42124018.550000004,44.43010199,26.001333853,69.786789133,1.570709632,2.683969581,47.968312153,25.948770464,77.627295811,1.618303674,2.991559693,0
case,MAR 2022,202212,12-17,all_types,973,2305374,2142,7757947,2687,6603261,42.205733213,27.610397441,40.692015657,0.964134788,1.473793188,,,,,,0
case,MAR 2022,202212,18-49,all_types,17676,24567341,11472,40132438,17202,25546476,71.949178383,28.585355318,67.33609755,0.935884176,2.355615202,,,,,,1
case,MAR 2022,202212,50-64,all_types,7754,17955237,3903,16547599,5083,6671922.700000002,43.185172103,23.586503395,76.184935416,1.764145694,3.230022447,,,,,,1
case,MAR 2022,202212,65+,all_types,7623,21367384,2705,11458200,3834,3140037.85,35.675869353,23.607547433,122.100439012,3.422493725,5.172093347,,,,,,1
case,MAR 2022,202212,all_ages,all_types,34026,66195336,20222,75896184,28806,41961697.550000004,51.402413004,26.644290838,68.648319019,1.335507713,2.576473866,58.118091323,26.819468275,74.52846464,1.282362565,2.778894193,0
case,MAR 2022,202212,all_ages,Janssen,1602,3926164,1635,7327102,28806,41961697.550000004,40.803186011,22.314415713,68.648319019,1.682425461,3.076411227,40.294149077,20.133620779,74.52846464,1.849610088,3.701692083,0
case,MAR 2022,202212,all_ages,Moderna,12273,26463226,6226,24776386,28806,41961697.55,46.377565607,25.128765753,68.648319019,1.480205313,2.73186195,60.32687407,25.311822984,74.52846464,1.235410682,2.944413158,0
case,MAR 2022,202212,all_ages,Pfizer,20115,35749156,12345,43749079,28806,41961697.550000004,56.267062641,28.217736881,68.648319019,1.220044477,2.432807397,61.811233313,28.284416822,74.52846464,1.205743045,2.634965575,0
case,MAR 2022,202213,12-17,all_types,1128,2358372,2235,7734448,2502,6586280,47.82960449,28.896696959,37.988060028,0.794237386,1.314615995,,,,,,0
case,MAR 2022,202213,18-49,all_types,21358,24766707,13680,40035994,19787,25457184,86.236737084,34.169252798,77.726585941,0.901316406,2.274752287,,,,,,1
case,MAR 2022,202213,50-64,all_types,9808,18045875,4535,16479258,5399,6652162.700000002,54.35037093,27.519442926,81.161574716,1.493303051,2.949244828,,,,,,1
case,MAR 2022,202213,65+,all_types,8899,21427332,2990,11409713,4013,3124636.850000001,41.531068824,26.205742423,128.430924701,3.092405959,4.900869536,,,,,,1
case,MAR 2022,202213,all_ages,all_types,41193,66598286,23440,75659413,31701,41820263.550000004,61.852943182,30.980943508,75.802965618,1.225535305,2.446761042,69.654116499,31.202657622,81.959676501,1.176666658,2.626688966,0
case,MAR 2022,202213,all_ages,Janssen,1979,3952771,1939,7311078,31701,41820263.55,50.066143473,26.521396708,75.802965618,1.514056413,2.858181507,48.340499644,24.001276599,81.959676501,1.695466061,3.414804882,0
case,MAR 2022,202213,all_ages,Moderna,14975,26591945,7075,24693015,31701,41820263.550000004,56.314045475,28.651827248,75.802965618,1.346075654,2.645659035,70.503392442,26.81249154,81.959676501,1.162492664,3.056772116,0
case,MAR 2022,202213,all_ages,Pfizer,24206,35996580,14412,43611855,31701,41820263.55,67.24527719,33.046060526,75.802965618,1.12726081,2.293857858,74.059671529,33.395459967,81.959676501,1.106670808,2.454216129,0
case,APR 2022,202214,12-17,all_types,1578,2404071,2816,7714777,3073,6568815,65.638660422,36.501379107,46.781649354,0.71271487,1.281640598,,,,,,0
case,APR 2022,202214,18-49,all_types,28651,24951103,17115,39937601,24268,25371941,114.828590944,42.854351717,95.648969072,0.832971721,2.231954638,,,,,,1
case,APR 2022,202214,50-64,all_types,13568,18135171,5968,16409250,6823,6627894.700000002,74.815947421,36.369730487,102.943699453,1.375959311,2.83047738,,,,,,1
case,APR 2022,202214,65+,all_types,12655,21489550,3587,11358788,4831,3098670.85,58.889087952,31.579073401,155.905555442,2.647443879,4.936989552,,,,,,1
case,APR 2022,202214,all_ages,all_types,56452,66979895,29486,75420416,38995,41667321.550000004,84.28200731,39.095514933,93.586529082,1.110397487,2.393791954,93.940928166,39.300149851,101.09069609,1.07610919,2.572272535,0
case,APR 2022,202214,all_ages,Janssen,2567,3977248,2325,7296776,38995,41667321.550000004,64.542115553,31.863387337,93.586529082,1.450007151,2.937118019,71.510930392,28.820390019,101.09069609,1.413639783,3.507610273,0
case,APR 2022,202214,all_ages,Moderna,20354,26717116,8967,24604868,38995,41667321.55,76.183372487,36.444007747,93.586529082,1.228437729,2.567953825,88.093028265,34.393539711,101.09069609,1.147544795,2.939235012,0
case,APR 2022,202214,all_ages,Pfizer,33484,36228343,18181,43475473,38995,41667321.550000004,92.424872979,41.818981475,93.586529082,1.012568652,2.237895945,100.558680581,42.152580084,101.09069609,1.005290598,2.39820898,0
case,APR 2022,202215,12-17,all_types,1953,2443753,3371,7695905,3383,6555621,79.918060459,43.802515754,51.604569575,0.645718493,1.178118852,,,,,,0
case,APR 2022,202215,18-49,all_types,36696,25120715,22651,39842986,30318,25284073,146.078644656,56.850658733,119.909478192,0.820855632,2.10920121,,,,,,1
case,APR 2022,202215,50-64,all_types,18631,18241689,7950,16326023,8650,6601904.700000002,102.13418286,48.695263997,131.022794073,1.282849585,2.690668113,,,,,,1
case,APR 2022,202215,65+,all_types,17408,21607597,4855,11266461,6287,3071692.85,80.564257099,43.092502606,204.675412127,2.540523794,4.749675692,,,,,,1
case,APR 2022,202215,all_ages,all_types,74688,67413754,38827,75131375,48638,41513291.550000004,110.790447896,51.678809286,117.1624754,1.057514232,2.267127997,121.25608371,51.919960575,127.764389211,1.053674053,2.460795189,0
case,APR 2022,202215,all_ages,Janssen,3251,4001982,3081,7281661,48638,41513291.55,81.234748182,42.311774745,117.1624754,1.442270433,2.769027679,77.770551382,39.270743706,127.764389211,1.642837641,3.253424233,0
case,APR 2022,202215,all_ages,Moderna,27121,26875885,11930,24488268,48638,41513291.550000004,100.912025781,48.717206133,117.1624754,1.161035808,2.404950626,118.178546803,45.53158363,127.764389211,1.08111322,2.806060739,0
case,APR 2022,202215,all_ages,Pfizer,44240,36478502,23788,43318292,48638,41513291.55,121.276909891,54.914445842,117.1624754,0.966074049,2.13354562,130.257372954,55.780884579,127.764389211,0.980861093,2.290469041,0
case,APR 2022,202216,12-17,all_types,2075,2475273,3730,7681361,3751,6537138,83.829137231,48.559103003,57.379850326,0.684485755,1.181649717,,,,,,0
case,APR 2022,202216,18-49,all_types,41648,25265804,27328,39763582,36288,25212229,164.839401113,68.726202785,143.930153895,0.873153827,2.094254419,,,,,,1
case,APR 2022,202216,50-64,all_types,21486,18368317,9561,16238134,10429,6579225.700000001,116.973155461,58.879918099,158.514093839,1.355132237,2.692158871,,,,,,1
case,APR 2022,202216,65+,all_types,21830,21821976,6289,11134250,7706,3047200.85,100.036770272,56.483373375,252.887826544,2.527948732,4.477208273,,,,,,1
case,APR 2022,202216,all_ages,all_types,87039,67931370,46908,74817327,58174,41375793.55,128.127844323,62.696706606,140.599116074,1.097334594,2.242527936,137.873605436,62.981452455,154.21056132,1.118492266,2.448507542,0
case,APR 2022,202216,all_ages,Janssen,3943,4027727,3657,7264581,58174,41375793.55,97.896406584,50.340136616,140.599116074,1.436203033,2.79298241,93.614092934,48.081711813,154.21056132,1.647300705,3.207260214,0
case,APR 2022,202216,all_ages,Moderna,31905,27083727,14491,24354958,58174,41375793.55,117.801364635,59.499178771,140.599116074,1.193527057,2.363042969,133.905273189,56.364412808,154.21056132,1.151639197,2.73595614,0
case,APR 2022,202216,all_ages,Pfizer,51108,36762220,28720,43154909,58174,41375793.55,139.02316019,66.550945571,140.599116074,1.011335923,2.11265392,147.28004207,68.105647602,154.21056132,1.047056744,2.264284487,0
case,APR 2022,202217,12-17,all_types,3185,2506753,5533,7665262,5884,6522240,127.056794188,72.18279036,90.214404867,0.710032119,1.249804897,,,,,,0
case,APR 2022,202217,18-49,all_types,53892,25402129,34570,39687822,45367,25140747,212.155445711,87.104805096,180.452076464,0.850565376,2.071666153,,,,,,1
case,APR 2022,202217,50-64,all_types,27797,18491647,12120,16153486,13096,6557069.700000001,150.321926435,75.030244246,199.723361184,1.328637584,2.661904718,,,,,,1
case,APR 2022,202217,65+,all_types,26909,22032912,7635,11009057,9806,3025499,122.130928495,69.351989003,324.111824198,2.653806273,4.673432282,,,,,,1
case,APR 2022,202217,all_ages,all_types,111783,68433441,59858,74515627,74153,41245555.7,163.34557837,80.329458947,179.784218546,1.100637191,2.238085765,178.387635315,80.660398723,196.4935302,1.101497477,2.436059495,0
case,APR 2022,202217,all_ages,Janssen,4948,4052681,4486,7248079,74153,41245555.7,122.092017605,61.892261384,179.784218546,1.47253049,2.904793176,116.810670184,57.008742092,196.4935302,1.68215395,3.446726291,0
case,APR 2022,202217,all_ages,Moderna,40748,27282440,18331,24229299,74153,41245555.7,149.356142632,75.65633657,179.784218546,1.203728319,2.376327307,168.213780805,74.017965498,196.4935302,1.168117911,2.654673482,0
case,APR 2022,202217,all_ages,Pfizer,65970,37040333,37008,42995637,74153,41245555.7,178.103150423,86.073849772,179.784218546,1.009438733,2.088720547,190.478542341,87.203842624,196.4935302,1.031578296,2.253266878,0
case,MAY 2022,202218,12-17,all_types,4408,2535081,7859,7652372,8473,6508327,173.880045647,102.700182375,130.187066507,0.748717692,1.267642019,,,,,,0
case,MAY 2022,202218,18-49,all_types,69731,25518814,44209,39625506,58816,25071498,273.253294608,111.567029579,234.593082551,0.858518771,2.102709765,,,,,,1
case,MAY 2022,202218,50-64,all_types,36283,18598988,16032,16080150,17279,6536149.700000002,195.080506531,99.700562495,264.360530176,1.355135553,2.651545022,,,,,,1
case,MAY 2022,202218,65+,all_types,33528,22206657,9335,10904791,12178,3007291.3,150.981752904,85.60457509,404.949131466,2.682106438,4.730461322,,,,,,1
case,MAY 2022,202218,all_ages,all_types,143950,68859540,77435,74262819,96746,41123266,209.048738926,104.271560173,235.258551692,1.125376565,2.256210143,230.124451018,104.536266392,255.137554872,1.108693812,2.440660679,0
case,MAY 2022,202218,all_ages,Janssen,6474,4074670,5747,7233901,96746,41123266,158.884032327,79.445378089,235.258551692,1.480693486,2.961261654,168.223491168,77.649063725,255.137554872,1.516658304,3.285777608,0
case,MAY 2022,202218,all_ages,Moderna,52943,27448474,23628,24125212,96746,41123266,192.881396612,97.939035727,235.258551692,1.219705766,2.40209177,224.423337106,95.180654922,255.137554872,1.136858395,2.680561035,0
case,MAY 2022,202218,all_ages,Pfizer,84346,37278136,48003,42861330,96746,41123266,226.261313066,111.996057985,235.258551692,1.039764812,2.100596717,243.201579242,112.437284587,255.137554872,1.049078528,2.269154363,0
case,MAY 2022,202219,12-17,all_types,5380,2558784,9942,7644377,11445,6491525,210.256121658,130.056380003,176.30680002,0.838533493,1.355618233,,,,,,0
case,MAY 2022,202219,18-49,all_types,81393,25631819,53609,39566546,73802,25003003,317.546718007,135.490724917,295.172543874,0.929540528,2.178544281,,,,,,1
case,MAY 2022,202219,50-64,all_types,44477,18701415,19675,16009957,22584,6515402.700000001,237.826923792,122.892272603,346.624775779,1.457466507,2.820557944,,,,,,1
case,MAY 2022,202219,65+,all_types,40341,22362855,11432,10809067,15668,2989775.3,180.392888117,105.763059846,524.052760754,2.905063311,4.954969736,,,,,,1
case,MAY 2022,202219,all_ages,all_types,171591,69254873,94658,74029947,123499,40999706,247.767402591,127.864470847,301.219233133,1.21573391,2.355769598,271.044870714,128.109271388,327.072222119,1.206708768,2.553072222,0
case,MAY 2022,202219,all_ages,Janssen,7952,4095261,6884,7220934,123499,40999706,194.175658157,95.333927716,301.219233133,1.551271853,3.159622606,184.18818033,88.48030747,327.072222119,1.775750331,3.69655386,0
case,MAY 2022,202219,all_ages,Moderna,63217,27603650,28516,24027233,123499,40999706,229.016814805,118.681997215,301.219233133,1.315271254,2.538036435,263.10361359,113.423141007,327.072222119,1.243130863,2.883646311,0
case,MAY 2022,202219,all_ages,Pfizer,100244,37497495,59177,42739582,123499,40999706,267.335191324,138.459473001,301.219233133,1.126747405,2.175504692,285.673754043,138.708358882,327.072222119,1.144915196,2.357984946,0
case,MAY 2022,202220,12-17,all_types,6130,2583970,10799,7632641,12570,6474739,237.231856407,141.484448175,194.139099661,0.818351728,1.372158581,,,,,,0
case,MAY 2022,202220,18-49,all_types,87924,25742057,59454,39509524,83702,24929615,341.557786155,150.480172831,335.753279784,0.983005785,2.231212747,,,,,,1
case,MAY 2022,202220,50-64,all_types,48407,18795789,22172,15946861,26416,6493119.700000002,257.541729161,139.036767173,406.830633355,1.579668797,2.926065109,,,,,,1
case,MAY 2022,202220,65+,all_types,43825,22498491,13131,10727698,18033,2972168.3,194.79084175,122.402774575,606.728764317,3.114770483,4.956821987,,,,,,1
case,MAY 2022,202220,all_ages,all_types,186286,69620307,105556,73816724,140721,40869642,267.574229456,142.997405303,344.31669355,1.286808129,2.407852736,293.118991294,143.189910011,375.267784178,1.28025749,2.620769747,0
case,MAY 2022,202220,all_ages,Janssen,8498,4115206,7589,7208453,140721,40869642,206.502420535,105.279177099,344.31669355,1.667373645,3.270510874,193.99055638,99.964641183,375.267784178,1.934464188,3.754005214,0
case,MAY 2022,202220,all_ages,Moderna,68312,27743390,32066,23941334,140721,40869642,246.22802044,133.935728059,344.31669355,1.398365194,2.570760607,271.180045669,128.173898924,375.267784178,1.383832587,2.927801895,0
case,MAY 2022,202220,all_ages,Pfizer,109287,37703024,65808,42624918,140721,40869642,289.86269112,154.3885668,344.31669355,1.187861371,2.230195543,310.66630794,155.00922695,375.267784178,1.207944906,2.420938363,0
case,MAY 2022,202221,12-17,all_types,6153,2611261,10723,7618572,11652,6459128,235.633282158,140.748161204,180.395867677,0.765578895,1.281692536,,,,,,0
case,MAY 2022,202221,18-49,all_types,87568,25852566,60799,39448623,84888,24860592,338.720728921,154.121982914,341.456068303,1.0080755,2.215492312,,,,,,1
case,MAY 2022,202221,50-64,all_types,48364,18889041,22857,15883609,26802,6470624.700000001,256.042643986,143.903063844,414.210393009,1.617739868,2.878398708,,,,,,1
case,MAY 2022,202221,65+,all_types,44310,22626395,13653,10649612,18369,2955330.3,195.833229288,128.201853739,621.554890159,3.173898998,4.848251972,,,,,,1
case,MAY 2022,202221,all_ages,all_types,186395,69979263,108032,73600416,141711,40745675,266.357477929,146.78177906,347.793968317,1.305741333,2.369462821,291.24473808,146.928052024,380.647367212,1.306967363,2.590705872,0
case,MAY 2022,202221,all_ages,Janssen,8355,4135061,7482,7194591,141711,40745675,202.052642029,103.994792755,347.793968317,1.72130374,3.344340222,196.712155386,94.899269409,380.647367212,1.935047514,4.011067415,0
case,MAY 2022,202221,all_ages,Moderna,68556,27879799,33065,23855123,141711,40745675,245.898472941,138.607543545,347.793968317,1.41438035,2.509199423,276.301884307,133.222546599,380.647367212,1.377650276,2.857229327,0
case,MAY 2022,202221,all_ages,Pfizer,109307,37905531,67389,42508857,141711,40745675,288.366887671,158.529315432,347.793968317,1.2060815,2.193877942,308.28606098,159.65832693,380.647367212,1.234721304,2.384137267,0
case,JUN 2022,202222,12-17,all_types,5061,2643401,8189,7599962,9002,6445430,191.457898367,107.750538753,139.664847807,0.729480732,1.296187002,,,,,,0
case,JUN 2022,202222,18-49,all_types,83555,25968224,59223,39382958,87269,24804301,321.758623154,150.377226617,351.830112044,1.093459776,2.339650225,,,,,,1
case,JUN 2022,202222,50-64,all_types,46352,18988624,22152,15815775,26948,6453318.700000002,244.104048824,140.062690573,417.583591525,1.710678678,2.981404897,,,,,,1
case,JUN 2022,202222,65+,all_types,44014,22755361,13904,10570306,19053,2943334.3,193.422552163,131.538292269,647.327080719,3.346699097,4.921206362,,,,,,1
case,JUN 2022,202222,all_ages,all_types,178982,70355610,103468,73369001,142272,40646384,254.396202378,141.024136338,350.023756111,1.375900084,2.482013116,274.587198001,141.209343473,386.797481874,1.408650821,2.73917768,1
case,JUN 2022,202222,all_ages,Janssen,7950,4154846,7388,7180422,142272,40646384,191.342831961,102.890888586,350.023756111,1.829301639,3.401892635,187.442641191,93.733590954,386.797481874,2.063551172,4.126562078,1
case,JUN 2022,202222,all_ages,Moderna,67275,28021164,32746,23765469,142272,40646384,240.086386133,137.788149689,350.023756111,1.457907555,2.54030377,272.837518068,130.016041226,386.797481874,1.417684359,2.974998148,1
case,JUN 2022,202222,all_ages,Pfizer,103599,38120515,63234,42381459,142272,40646384,271.767052465,149.202036674,350.023756111,1.287955081,2.345971703,288.681248911,152.686530576,386.797481874,1.339877402,2.533278348,1
case,JUN 2022,202223,5-11,all_types,120,112089,7627,5463642,12080,13544691,107.057784439,139.595529868,89.186235404,0.833066328,0.638890339,,,,,,0
case,JUN 2022,202223,12-17,all_types,4470,2682452,7015,7575232,7916,6430983,166.638582908,92.604424525,123.091602015,0.738674081,1.329219448,,,,,,0
case,JUN 2022,202223,18-49,all_types,79048,26084832,59298,39315097,88238,24739222,303.042013075,150.827556142,356.672493581,1.176973747,2.36477009,,,,,,1
case,JUN 2022,202223,50-64,all_types,46160,19088778,22599,15748754,27550,6433715.700000002,241.817469929,143.497066498,428.212891036,1.770810402,2.984122961,,,,,,1
case,JUN 2022,202223,65+,all_types,44233,22875681,14167,10498343,19663,2929221.3,193.362549513,134.945105147,671.270552348,3.471564447,4.974397194,,,,,,1
case,JUN 2022,202223,all_ages,all_types,174031,70843832,110706,78601068,155447,54077833,245.654413499,140.845414467,287.450497508,1.1701418,2.040893547,244.084241874,140.873497754,359.849888221,1.474285621,2.554418638,1
case,JUN 2022,202223,all_ages,Janssen,8047,4175265,7460,7166062,155447,54077833,192.73028179,104.101806543,287.450497508,1.491465144,2.761244085,158.872417032,83.842873708,359.849888221,2.265024319,4.291955563,1
case,JUN 2022,202223,all_ages,Moderna,65811,28156284,33053,23682467,155447,54077833,233.734678909,139.567385442,287.450497508,1.229815357,2.059582162,221.525382719,131.387559336,359.849888221,1.624418312,2.738842932,1
case,JUN 2022,202223,all_ages,Pfizer,100028,38452995,70009,47709549,155447,54077833,260.130582806,146.740016343,287.450497508,1.105023848,1.958910082,255.274073112,150.916763734,359.849888221,1.409660934,2.384426218,1
case,JUN 2022,202224,5-11,all_types,227,195359,6113,5404097,10796,13516590,116.196335976,113.117880749,79.872216291,0.687390145,0.706097177,,,,,,0
case,JUN 2022,202224,12-17,all_types,3690,2720859,5566,7549758,7221,6415586,135.61893505,73.724217386,112.554020786,0.829928511,1.526689937,,,,,,0
case,JUN 2022,202224,18-49,all_types,74474,26178806,57122,39263509,88058,24678649,284.482034819,145.483685628,356.818560044,1.254274493,2.452636242,,,,,,1
